#conflict,#confvar,#multiconf,#fold,#multifold
1770000,-0.15654,-0.23659,-0.30693,-0.43253
1771000,-0.15654,-0.23659,-0.30690,-0.43253
1772000,-0.15654,-0.23659,-0.30690,-0.43253
1773000,-0.15654,-0.23659,-0.30690,-0.43253
1774000,-0.15654,-0.23659,-0.30690,-0.43253
1775000,-0.15654,-0.23659,-0.30690,-0.43253
1776000,-0.15654,-0.23659,-0.30690,-0.43253
1777000,-0.15654,-0.23659,-0.30690,-0.43253
1778000,-0.15654,-0.23659,-0.30690,-0.43253
1779000,-0.15654,-0.23659,-0.30690,-0.43253
1780000,-0.15654,-0.23659,-0.30690,-0.43253
1781000,-0.15654,-0.23659,-0.30690,-0.43253
1782000,-0.15654,-0.23659,-0.30690,-0.43249
1783000,-0.15654,-0.23659,-0.30690,-0.43249
1784000,-0.15654,-0.23659,-0.30690,-0.43249
1785000,-0.15654,-0.23659,-0.30690,-0.43249
1786000,-0.15654,-0.23659,-0.30690,-0.43249
1787000,-0.15654,-0.23659,-0.30690,-0.43249
1788000,-0.15654,-0.23659,-0.30690,-0.43249
1789000,-0.15654,-0.23659,-0.30690,-0.43249
1790000,-0.15654,-0.23659,-0.30690,-0.43249
1791000,-0.15654,-0.23659,-0.30690,-0.43249
1792000,-0.15654,-0.23659,-0.30690,-0.43249
1793000,-0.15654,-0.23659,-0.30690,-0.43249
1794000,-0.15654,-0.23659,-0.30690,-0.43249
1795000,-0.15654,-0.23659,-0.30687,-0.43249
1796000,-0.15654,-0.23659,-0.30687,-0.43249
1797000,-0.15654,-0.23659,-0.30687,-0.43249
1798000,-0.15654,-0.23659,-0.30687,-0.43249
1799000,-0.15654,-0.23659,-0.30687,-0.43249
1800000,-0.15654,-0.23659,-0.30687,-0.43249
1801000,-0.15654,-0.23659,-0.30687,-0.43249
1802000,-0.15654,-0.23659,-0.30687,-0.43249
1803000,-0.15654,-0.23659,-0.30687,-0.43249
1804000,-0.15654,-0.23659,-0.30687,-0.43249
1805000,-0.15654,-0.23659,-0.30687,-0.43249
1806000,-0.15654,-0.23659,-0.30687,-0.43249
1807000,-0.15654,-0.23659,-0.30687,-0.43249
1808000,-0.15654,-0.23659,-0.30687,-0.43249
1809000,-0.15654,-0.23659,-0.30687,-0.43249
1810000,-0.15654,-0.23659,-0.30687,-0.43249
1811000,-0.15654,-0.23659,-0.30687,-0.43249
1812000,-0.15654,-0.23659,-0.30687,-0.43249
1813000,-0.15654,-0.23659,-0.30687,-0.43249
1814000,-0.15654,-0.23659,-0.30687,-0.43249
1815000,-0.15654,-0.23659,-0.30687,-0.43249
1816000,-0.15654,-0.23659,-0.30687,-0.43249
1817000,-0.15654,-0.23659,-0.30687,-0.43249
1818000,-0.15654,-0.23659,-0.30687,-0.43249
1819000,-0.15654,-0.23659,-0.30687,-0.43249
1820000,-0.15654,-0.23659,-0.30687,-0.43249
1821000,-0.15654,-0.23659,-0.30687,-0.43245
1822000,-0.15652,-0.23659,-0.30687,-0.43245
1823000,-0.15652,-0.23657,-0.30687,-0.43245
1824000,-0.15652,-0.23657,-0.30687,-0.43245
1825000,-0.15652,-0.23657,-0.30687,-0.43245
1826000,-0.15652,-0.23657,-0.30687,-0.43245
1827000,-0.15652,-0.23657,-0.30687,-0.43245
1828000,-0.15652,-0.23657,-0.30687,-0.43245
1829000,-0.15652,-0.23657,-0.30687,-0.43245
1830000,-0.15652,-0.23657,-0.30685,-0.43245
1831000,-0.15652,-0.23657,-0.30685,-0.43245
1832000,-0.15652,-0.23657,-0.30685,-0.43245
1833000,-0.15652,-0.23657,-0.30685,-0.43245
1834000,-0.15652,-0.23657,-0.30685,-0.43245
1835000,-0.15652,-0.23657,-0.30685,-0.43245
1836000,-0.15652,-0.23657,-0.30685,-0.43242
1837000,-0.15652,-0.23657,-0.30685,-0.43242
1838000,-0.15652,-0.23657,-0.30685,-0.43242
1839000,-0.15652,-0.23657,-0.30685,-0.43242
1840000,-0.15652,-0.23657,-0.30685,-0.43242
1841000,-0.15652,-0.23657,-0.30685,-0.43242
1842000,-0.15652,-0.23657,-0.30685,-0.43242
1843000,-0.15652,-0.23657,-0.30685,-0.43238
1844000,-0.15652,-0.23657,-0.30685,-0.43238
1845000,-0.15652,-0.23657,-0.30685,-0.43238
1846000,-0.15652,-0.23657,-0.30685,-0.43238
1847000,-0.15652,-0.23657,-0.30685,-0.43238
1848000,-0.15652,-0.23657,-0.30685,-0.43238
1849000,-0.15652,-0.23657,-0.30685,-0.43238
1850000,-0.15652,-0.23657,-0.30685,-0.43238
1851000,-0.15652,-0.23657,-0.30685,-0.43238
1852000,-0.15652,-0.23657,-0.30685,-0.43238
1853000,-0.15652,-0.23657,-0.30685,-0.43238
1854000,-0.15652,-0.23657,-0.30685,-0.43238
1855000,-0.15652,-0.23657,-0.30685,-0.43238
1856000,-0.15652,-0.23657,-0.30685,-0.43238
1857000,-0.15652,-0.23657,-0.30685,-0.43238
1858000,-0.15652,-0.23657,-0.30685,-0.43238
1859000,-0.15652,-0.23657,-0.30685,-0.43238
1860000,-0.15652,-0.23657,-0.30682,-0.43230
1861000,-0.15652,-0.23657,-0.30682,-0.43230
1862000,-0.15652,-0.23657,-0.30682,-0.43230
1863000,-0.15652,-0.23657,-0.30682,-0.43230
1864000,-0.15652,-0.23657,-0.30682,-0.43230
1865000,-0.15652,-0.23657,-0.30682,-0.43230
1866000,-0.15652,-0.23657,-0.30682,-0.43230
1867000,-0.15652,-0.23657,-0.30679,-0.43230
1868000,-0.15652,-0.23657,-0.30679,-0.43230
1869000,-0.15652,-0.23657,-0.30679,-0.43230
1870000,-0.15652,-0.23657,-0.30676,-0.43230
1871000,-0.15652,-0.23657,-0.30673,-0.43226
1872000,-0.15652,-0.23657,-0.30673,-0.43222
1873000,-0.15652,-0.23657,-0.30673,-0.43222
1874000,-0.15652,-0.23657,-0.30673,-0.43222
1875000,-0.15652,-0.23657,-0.30673,-0.43222
1876000,-0.15652,-0.23657,-0.30673,-0.43222
1877000,-0.15652,-0.23657,-0.30670,-0.43218
1878000,-0.15652,-0.23654,-0.30670,-0.43218
1879000,-0.15652,-0.23654,-0.30670,-0.43218
1880000,-0.15652,-0.23654,-0.30670,-0.43218
1881000,-0.15652,-0.23654,-0.30670,-0.43218
1882000,-0.15652,-0.23654,-0.30670,-0.43218
1883000,-0.15652,-0.23654,-0.30670,-0.43218
1884000,-0.15652,-0.23654,-0.30670,-0.43218
1885000,-0.15652,-0.23654,-0.30670,-0.43218
1886000,-0.15652,-0.23654,-0.30670,-0.43218
1887000,-0.15652,-0.23654,-0.30670,-0.43218
1888000,-0.15652,-0.23654,-0.30670,-0.43218
1889000,-0.15652,-0.23654,-0.30670,-0.43218
1890000,-0.15652,-0.23654,-0.30667,-0.43214
1891000,-0.15652,-0.23654,-0.30667,-0.43210
1892000,-0.15652,-0.23654,-0.30667,-0.43210
1893000,-0.15652,-0.23654,-0.30667,-0.43210
1894000,-0.15652,-0.23654,-0.30667,-0.43210
1895000,-0.15652,-0.23654,-0.30667,-0.43210
1896000,-0.15652,-0.23654,-0.30667,-0.43210
1897000,-0.15652,-0.23654,-0.30664,-0.43202
1898000,-0.15652,-0.23654,-0.30664,-0.43198
1899000,-0.15652,-0.23652,-0.30664,-0.43198
1900000,-0.15652,-0.23652,-0.30664,-0.43198
1901000,-0.15652,-0.23652,-0.30664,-0.43198
1902000,-0.15652,-0.23652,-0.30664,-0.43198
1903000,-0.15652,-0.23652,-0.30664,-0.43198
1904000,-0.15652,-0.23652,-0.30664,-0.43194
1905000,-0.15652,-0.23652,-0.30664,-0.43194
1906000,-0.15652,-0.23652,-0.30664,-0.43194
1907000,-0.15652,-0.23652,-0.30661,-0.43194
1908000,-0.15652,-0.23652,-0.30661,-0.43194
1909000,-0.15652,-0.23652,-0.30661,-0.43194
1910000,-0.15652,-0.23652,-0.30661,-0.43194
1911000,-0.15652,-0.23652,-0.30661,-0.43194
1912000,-0.15652,-0.23652,-0.30661,-0.43194
1913000,-0.15652,-0.23652,-0.30661,-0.43194
1914000,-0.15652,-0.23652,-0.30658,-0.43194
1915000,-0.15652,-0.23652,-0.30658,-0.43194
1916000,-0.15652,-0.23652,-0.30658,-0.43194
1917000,-0.15652,-0.23652,-0.30658,-0.43194
1918000,-0.15652,-0.23652,-0.30658,-0.43194
1919000,-0.15652,-0.23652,-0.30658,-0.43194
1920000,-0.15652,-0.23652,-0.30658,-0.43194
1921000,-0.15652,-0.23652,-0.30658,-0.43194
1922000,-0.15652,-0.23652,-0.30658,-0.43194
1923000,-0.15652,-0.23652,-0.30658,-0.43194
1924000,-0.15652,-0.23652,-0.30658,-0.43194
1925000,-0.15652,-0.23652,-0.30658,-0.43194
1926000,-0.15652,-0.23652,-0.30658,-0.43194
1927000,-0.15652,-0.23652,-0.30658,-0.43194
1928000,-0.15652,-0.23652,-0.30658,-0.43190
1929000,-0.15652,-0.23652,-0.30658,-0.43190
1930000,-0.15652,-0.23652,-0.30658,-0.43190
1931000,-0.15652,-0.23652,-0.30658,-0.43190
1932000,-0.15652,-0.23652,-0.30658,-0.43190
1933000,-0.15652,-0.23652,-0.30658,-0.43190
1934000,-0.15652,-0.23652,-0.30658,-0.43190
1935000,-0.15652,-0.23652,-0.30658,-0.43190
1936000,-0.15652,-0.23652,-0.30658,-0.43190
1937000,-0.15652,-0.23652,-0.30658,-0.43190
1938000,-0.15652,-0.23652,-0.30658,-0.43190
1939000,-0.15652,-0.23652,-0.30658,-0.43186
1940000,-0.15652,-0.23652,-0.30658,-0.43186
1941000,-0.15652,-0.23652,-0.30658,-0.43186
1942000,-0.15652,-0.23652,-0.30658,-0.43186
1943000,-0.15652,-0.23652,-0.30658,-0.43186
1944000,-0.15652,-0.23652,-0.30658,-0.43186
1945000,-0.15652,-0.23652,-0.30658,-0.43186
1946000,-0.15652,-0.23652,-0.30658,-0.43186
1947000,-0.15652,-0.23652,-0.30658,-0.43186
1948000,-0.15652,-0.23652,-0.30658,-0.43186
1949000,-0.15652,-0.23652,-0.30658,-0.43182
1950000,-0.15652,-0.23652,-0.30658,-0.43182
1951000,-0.15652,-0.23652,-0.30658,-0.43182
1952000,-0.15652,-0.23652,-0.30658,-0.43182
1953000,-0.15652,-0.23652,-0.30658,-0.43182
1954000,-0.15652,-0.23652,-0.30658,-0.43182
1955000,-0.15652,-0.23652,-0.30658,-0.43182
1956000,-0.15652,-0.23652,-0.30658,-0.43182
1957000,-0.15652,-0.23652,-0.30658,-0.43182
1958000,-0.15652,-0.23652,-0.30655,-0.43182
1959000,-0.15652,-0.23652,-0.30655,-0.43182
1960000,-0.15652,-0.23652,-0.30655,-0.43182
1961000,-0.15652,-0.23652,-0.30655,-0.43182
1962000,-0.15652,-0.23652,-0.30655,-0.43182
1963000,-0.15652,-0.23652,-0.30655,-0.43182
1964000,-0.15652,-0.23652,-0.30655,-0.43182
1965000,-0.15652,-0.23652,-0.30655,-0.43182
1966000,-0.15652,-0.23652,-0.30655,-0.43182
1967000,-0.15652,-0.23652,-0.30655,-0.43182
1968000,-0.15652,-0.23652,-0.30655,-0.43182
1969000,-0.15652,-0.23652,-0.30652,-0.43174
1970000,-0.15652,-0.23652,-0.30652,-0.43174
1971000,-0.15652,-0.23652,-0.30652,-0.43174
1972000,-0.15652,-0.23652,-0.30652,-0.43174
1973000,-0.15652,-0.23652,-0.30652,-0.43171
1974000,-0.15652,-0.23652,-0.30652,-0.43171
1975000,-0.15652,-0.23652,-0.30652,-0.43171
1976000,-0.15652,-0.23652,-0.30652,-0.43171
1977000,-0.15652,-0.23652,-0.30652,-0.43171
1978000,-0.15652,-0.23652,-0.30652,-0.43171
1979000,-0.15652,-0.23652,-0.30652,-0.43171
1980000,-0.15652,-0.23652,-0.30652,-0.43167
1981000,-0.15652,-0.23652,-0.30652,-0.43167
1982000,-0.15652,-0.23652,-0.30652,-0.43167
1983000,-0.15652,-0.23652,-0.30652,-0.43167
1984000,-0.15652,-0.23652,-0.30652,-0.43167
1985000,-0.15652,-0.23652,-0.30652,-0.43167
1986000,-0.15652,-0.23652,-0.30652,-0.43167
1987000,-0.15652,-0.23652,-0.30652,-0.43167
1988000,-0.15652,-0.23652,-0.30652,-0.43167
1989000,-0.15652,-0.23652,-0.30652,-0.43167
1990000,-0.15652,-0.23652,-0.30652,-0.43167
1991000,-0.15652,-0.23652,-0.30652,-0.43167
1992000,-0.15652,-0.23652,-0.30652,-0.43167
1993000,-0.15652,-0.23652,-0.30652,-0.43167
1994000,-0.15652,-0.23652,-0.30652,-0.43167
1995000,-0.15652,-0.23652,-0.30652,-0.43167
1996000,-0.15652,-0.23652,-0.30652,-0.43167
1997000,-0.15652,-0.23652,-0.30652,-0.43167
1998000,-0.15652,-0.23652,-0.30652,-0.43167
1999000,-0.15652,-0.23652,-0.30652,-0.43167
2000000,-0.15652,-0.23652,-0.30652,-0.43167
2001000,-0.15652,-0.23652,-0.30649,-0.43167
2002000,-0.15652,-0.23652,-0.30649,-0.43167
2003000,-0.15652,-0.23652,-0.30649,-0.43167
2004000,-0.15652,-0.23652,-0.30649,-0.43167
2005000,-0.15652,-0.23652,-0.30649,-0.43167
2006000,-0.15652,-0.23652,-0.30649,-0.43167
2007000,-0.15652,-0.23652,-0.30649,-0.43167
2008000,-0.15652,-0.23652,-0.30649,-0.43167
2009000,-0.15652,-0.23652,-0.30649,-0.43163
2010000,-0.15652,-0.23652,-0.30649,-0.43163
2011000,-0.15652,-0.23652,-0.30649,-0.43163
2012000,-0.15652,-0.23652,-0.30649,-0.43163
2013000,-0.15652,-0.23652,-0.30649,-0.43163
2014000,-0.15652,-0.23652,-0.30649,-0.43163
2015000,-0.15652,-0.23652,-0.30649,-0.43163
2016000,-0.15652,-0.23652,-0.30649,-0.43163
2017000,-0.15652,-0.23652,-0.30649,-0.43163
2018000,-0.15652,-0.23652,-0.30649,-0.43163
2019000,-0.15650,-0.23652,-0.30649,-0.43163
2020000,-0.15650,-0.23652,-0.30646,-0.43163
2021000,-0.15650,-0.23652,-0.30646,-0.43163
2022000,-0.15650,-0.23652,-0.30646,-0.43163
2023000,-0.15650,-0.23652,-0.30646,-0.43163
2024000,-0.15650,-0.23652,-0.30646,-0.43163
2025000,-0.15650,-0.23652,-0.30646,-0.43163
2026000,-0.15650,-0.23652,-0.30646,-0.43163
2027000,-0.15650,-0.23652,-0.30646,-0.43163
2028000,-0.15650,-0.23652,-0.30646,-0.43163
2029000,-0.15650,-0.23652,-0.30646,-0.43163
2030000,-0.15650,-0.23652,-0.30646,-0.43163
2031000,-0.15650,-0.23652,-0.30646,-0.43163
2032000,-0.15650,-0.23652,-0.30646,-0.43163
2033000,-0.15650,-0.23652,-0.30646,-0.43163
2034000,-0.15650,-0.23652,-0.30646,-0.43163
2035000,-0.15650,-0.23652,-0.30646,-0.43163
2036000,-0.15650,-0.23652,-0.30646,-0.43163
2037000,-0.15650,-0.23649,-0.30646,-0.43163
2038000,-0.15650,-0.23649,-0.30646,-0.43163
2039000,-0.15650,-0.23649,-0.30646,-0.43163
2040000,-0.15650,-0.23649,-0.30646,-0.43163
2041000,-0.15650,-0.23649,-0.30646,-0.43163
2042000,-0.15650,-0.23649,-0.30646,-0.43159
2043000,-0.15650,-0.23649,-0.30646,-0.43159
2044000,-0.15650,-0.23649,-0.30646,-0.43159
2045000,-0.15650,-0.23649,-0.30646,-0.43159
2046000,-0.15650,-0.23649,-0.30646,-0.43159
2047000,-0.15650,-0.23649,-0.30646,-0.43159
2048000,-0.15650,-0.23649,-0.30646,-0.43159
2049000,-0.15650,-0.23649,-0.30646,-0.43159
2050000,-0.15650,-0.23649,-0.30646,-0.43159
2051000,-0.15650,-0.23649,-0.30646,-0.43159
2052000,-0.15650,-0.23649,-0.30646,-0.43159
2053000,-0.15650,-0.23649,-0.30646,-0.43159
2054000,-0.15650,-0.23649,-0.30646,-0.43159
2055000,-0.15650,-0.23649,-0.30646,-0.43159
2056000,-0.15650,-0.23649,-0.30646,-0.43159
2057000,-0.15650,-0.23649,-0.30646,-0.43159
2058000,-0.15650,-0.23649,-0.30646,-0.43159
2059000,-0.15650,-0.23649,-0.30646,-0.43159
2060000,-0.15650,-0.23649,-0.30646,-0.43159
2061000,-0.15650,-0.23649,-0.30646,-0.43159
2062000,-0.15650,-0.23649,-0.30646,-0.43159
2063000,-0.15650,-0.23649,-0.30646,-0.43159
2064000,-0.15650,-0.23649,-0.30646,-0.43159
2065000,-0.15650,-0.23649,-0.30646,-0.43159
2066000,-0.15650,-0.23649,-0.30646,-0.43159
2067000,-0.15650,-0.23649,-0.30646,-0.43159
2068000,-0.15650,-0.23649,-0.30646,-0.43159
2069000,-0.15650,-0.23649,-0.30646,-0.43159
2070000,-0.15650,-0.23649,-0.30646,-0.43159
2071000,-0.15650,-0.23649,-0.30646,-0.43159
2072000,-0.15650,-0.23649,-0.30646,-0.43159
2073000,-0.15650,-0.23647,-0.30646,-0.43159
2074000,-0.15650,-0.23647,-0.30646,-0.43159
2075000,-0.15650,-0.23647,-0.30646,-0.43159
2076000,-0.15650,-0.23647,-0.30646,-0.43159
2077000,-0.15648,-0.23647,-0.30646,-0.43159
2078000,-0.15648,-0.23644,-0.30646,-0.43159
2079000,-0.15648,-0.23644,-0.30646,-0.43159
2080000,-0.15648,-0.23644,-0.30646,-0.43159
2081000,-0.15648,-0.23644,-0.30646,-0.43159
2082000,-0.15648,-0.23644,-0.30646,-0.43159
2083000,-0.15648,-0.23644,-0.30646,-0.43159
2084000,-0.15648,-0.23644,-0.30646,-0.43159
2085000,-0.15648,-0.23644,-0.30646,-0.43159
2086000,-0.15648,-0.23644,-0.30646,-0.43159
2087000,-0.15648,-0.23644,-0.30646,-0.43155
2088000,-0.15648,-0.23644,-0.30646,-0.43155
2089000,-0.15648,-0.23644,-0.30646,-0.43155
2090000,-0.15648,-0.23644,-0.30646,-0.43155
2091000,-0.15648,-0.23644,-0.30646,-0.43155
2092000,-0.15648,-0.23644,-0.30646,-0.43155
2093000,-0.15648,-0.23644,-0.30646,-0.43155
2094000,-0.15648,-0.23644,-0.30646,-0.43155
2095000,-0.15648,-0.23644,-0.30646,-0.43155
2096000,-0.15648,-0.23644,-0.30646,-0.43155
2097000,-0.15648,-0.23644,-0.30646,-0.43155
2098000,-0.15648,-0.23644,-0.30646,-0.43155
2099000,-0.15648,-0.23644,-0.30646,-0.43155
2100000,-0.15648,-0.23644,-0.30646,-0.43155
2101000,-0.15648,-0.23644,-0.30646,-0.43155
2102000,-0.15648,-0.23644,-0.30646,-0.43155
2103000,-0.15648,-0.23644,-0.30646,-0.43155
2104000,-0.15648,-0.23644,-0.30646,-0.43155
2105000,-0.15648,-0.23644,-0.30646,-0.43155
2106000,-0.15648,-0.23644,-0.30646,-0.43155
2107000,-0.15648,-0.23644,-0.30646,-0.43155
2108000,-0.15648,-0.23644,-0.30646,-0.43155
2109000,-0.15648,-0.23644,-0.30646,-0.43155
2110000,-0.15648,-0.23644,-0.30646,-0.43155
2111000,-0.15648,-0.23644,-0.30646,-0.43155
2112000,-0.15648,-0.23644,-0.30646,-0.43155
2113000,-0.15648,-0.23644,-0.30646,-0.43155
2114000,-0.15648,-0.23644,-0.30646,-0.43155
2115000,-0.15648,-0.23644,-0.30646,-0.43151
2116000,-0.15648,-0.23644,-0.30646,-0.43151
2117000,-0.15648,-0.23644,-0.30646,-0.43151
2118000,-0.15648,-0.23642,-0.30646,-0.43151
2119000,-0.15648,-0.23642,-0.30646,-0.43151
2120000,-0.15648,-0.23642,-0.30646,-0.43151
2121000,-0.15648,-0.23642,-0.30646,-0.43151
2122000,-0.15648,-0.23642,-0.30646,-0.43151
2123000,-0.15648,-0.23639,-0.30646,-0.43151
2124000,-0.15646,-0.23639,-0.30646,-0.43151
2125000,-0.15646,-0.23639,-0.30646,-0.43151
2126000,-0.15646,-0.23639,-0.30646,-0.43151
2127000,-0.15646,-0.23639,-0.30646,-0.43151
2128000,-0.15646,-0.23639,-0.30646,-0.43151
2129000,-0.15646,-0.23639,-0.30646,-0.43151
2130000,-0.15643,-0.23636,-0.30646,-0.43151
2131000,-0.15643,-0.23634,-0.30646,-0.43151
2132000,-0.15641,-0.23631,-0.30646,-0.43151
2133000,-0.15641,-0.23629,-0.30646,-0.43151
2134000,-0.15641,-0.23629,-0.30646,-0.43151
2135000,-0.15641,-0.23626,-0.30646,-0.43151
2136000,-0.15641,-0.23626,-0.30646,-0.43151
2137000,-0.15641,-0.23626,-0.30646,-0.43151
2138000,-0.15641,-0.23626,-0.30646,-0.43151
2139000,-0.15641,-0.23626,-0.30643,-0.43151
2140000,-0.15641,-0.23626,-0.30643,-0.43151
2141000,-0.15641,-0.23626,-0.30643,-0.43151
2142000,-0.15641,-0.23626,-0.30643,-0.43151
2143000,-0.15641,-0.23626,-0.30643,-0.43151
2144000,-0.15641,-0.23624,-0.30640,-0.43151
2145000,-0.15641,-0.23624,-0.30640,-0.43151
2146000,-0.15641,-0.23624,-0.30640,-0.43151
2147000,-0.15641,-0.23624,-0.30640,-0.43151
2148000,-0.15641,-0.23624,-0.30640,-0.43151
2149000,-0.15641,-0.23624,-0.30640,-0.43151
2150000,-0.15641,-0.23624,-0.30640,-0.43151
2151000,-0.15641,-0.23624,-0.30640,-0.43151
2152000,-0.15641,-0.23624,-0.30640,-0.43151
2153000,-0.15641,-0.23624,-0.30640,-0.43151
2154000,-0.15641,-0.23624,-0.30640,-0.43151
2155000,-0.15641,-0.23624,-0.30640,-0.43151
2156000,-0.15641,-0.23624,-0.30640,-0.43151
2157000,-0.15641,-0.23621,-0.30640,-0.43151
2158000,-0.15641,-0.23621,-0.30640,-0.43151
2159000,-0.15641,-0.23621,-0.30640,-0.43151
2160000,-0.15641,-0.23621,-0.30640,-0.43151
2161000,-0.15641,-0.23621,-0.30640,-0.43151
2162000,-0.15641,-0.23621,-0.30640,-0.43151
2163000,-0.15641,-0.23621,-0.30640,-0.43151
2164000,-0.15641,-0.23621,-0.30640,-0.43147
2165000,-0.15641,-0.23621,-0.30640,-0.43147
2166000,-0.15641,-0.23621,-0.30640,-0.43147
2167000,-0.15641,-0.23621,-0.30640,-0.43147
2168000,-0.15641,-0.23621,-0.30640,-0.43147
2169000,-0.15641,-0.23621,-0.30640,-0.43147
2170000,-0.15641,-0.23621,-0.30640,-0.43147
2171000,-0.15641,-0.23621,-0.30640,-0.43147
2172000,-0.15641,-0.23621,-0.30640,-0.43147
2173000,-0.15641,-0.23621,-0.30640,-0.43147
2174000,-0.15641,-0.23621,-0.30640,-0.43147
2175000,-0.15641,-0.23621,-0.30640,-0.43147
2176000,-0.15641,-0.23621,-0.30640,-0.43147
2177000,-0.15641,-0.23621,-0.30640,-0.43147
2178000,-0.15641,-0.23621,-0.30640,-0.43147
2179000,-0.15641,-0.23621,-0.30640,-0.43147
2180000,-0.15641,-0.23621,-0.30640,-0.43147
2181000,-0.15641,-0.23621,-0.30640,-0.43147
2182000,-0.15641,-0.23621,-0.30640,-0.43147
2183000,-0.15641,-0.23621,-0.30640,-0.43147
2184000,-0.15641,-0.23621,-0.30640,-0.43147
2185000,-0.15641,-0.23621,-0.30640,-0.43147
2186000,-0.15641,-0.23621,-0.30640,-0.43147
2187000,-0.15641,-0.23621,-0.30640,-0.43147
2188000,-0.15641,-0.23621,-0.30640,-0.43147
2189000,-0.15641,-0.23621,-0.30640,-0.43147
2190000,-0.15641,-0.23621,-0.30640,-0.43147
2191000,-0.15641,-0.23621,-0.30640,-0.43147
2192000,-0.15641,-0.23619,-0.30640,-0.43147
2193000,-0.15641,-0.23619,-0.30640,-0.43143
2194000,-0.15641,-0.23619,-0.30640,-0.43143
2195000,-0.15641,-0.23619,-0.30640,-0.43143
2196000,-0.15641,-0.23619,-0.30640,-0.43143
2197000,-0.15641,-0.23619,-0.30640,-0.43143
2198000,-0.15641,-0.23616,-0.30640,-0.43143
2199000,-0.15641,-0.23616,-0.30640,-0.43143
2200000,-0.15641,-0.23616,-0.30640,-0.43143
2201000,-0.15641,-0.23616,-0.30640,-0.43143
2202000,-0.15641,-0.23616,-0.30640,-0.43143
2203000,-0.15641,-0.23616,-0.30640,-0.43139
2204000,-0.15641,-0.23616,-0.30640,-0.43139
2205000,-0.15641,-0.23616,-0.30640,-0.43139
2206000,-0.15641,-0.23616,-0.30640,-0.43139
2207000,-0.15641,-0.23616,-0.30640,-0.43139
2208000,-0.15641,-0.23616,-0.30640,-0.43139
2209000,-0.15641,-0.23616,-0.30640,-0.43139
2210000,-0.15641,-0.23616,-0.30640,-0.43139
2211000,-0.15641,-0.23616,-0.30640,-0.43139
2212000,-0.15641,-0.23614,-0.30640,-0.43139
2213000,-0.15641,-0.23611,-0.30640,-0.43139
2214000,-0.15641,-0.23611,-0.30640,-0.43139
2215000,-0.15641,-0.23611,-0.30640,-0.43139
2216000,-0.15641,-0.23611,-0.30640,-0.43139
2217000,-0.15641,-0.23611,-0.30640,-0.43139
2218000,-0.15641,-0.23611,-0.30640,-0.43139
2219000,-0.15641,-0.23611,-0.30640,-0.43139
2220000,-0.15641,-0.23611,-0.30640,-0.43139
2221000,-0.15641,-0.23611,-0.30640,-0.43139
2222000,-0.15641,-0.23611,-0.30640,-0.43139
2223000,-0.15641,-0.23611,-0.30640,-0.43139
2224000,-0.15641,-0.23611,-0.30640,-0.43139
2225000,-0.15641,-0.23611,-0.30640,-0.43139
2226000,-0.15641,-0.23611,-0.30640,-0.43139
2227000,-0.15641,-0.23611,-0.30640,-0.43139
2228000,-0.15641,-0.23611,-0.30640,-0.43139
2229000,-0.15641,-0.23611,-0.30640,-0.43139
2230000,-0.15641,-0.23611,-0.30640,-0.43139
2231000,-0.15641,-0.23611,-0.30640,-0.43139
2232000,-0.15641,-0.23611,-0.30640,-0.43139
2233000,-0.15641,-0.23611,-0.30640,-0.43139
2234000,-0.15641,-0.23611,-0.30640,-0.43139
2235000,-0.15641,-0.23611,-0.30640,-0.43139
2236000,-0.15641,-0.23611,-0.30640,-0.43139
2237000,-0.15641,-0.23611,-0.30640,-0.43139
2238000,-0.15641,-0.23611,-0.30640,-0.43139
2239000,-0.15641,-0.23611,-0.30640,-0.43139
2240000,-0.15641,-0.23611,-0.30640,-0.43139
2241000,-0.15641,-0.23611,-0.30640,-0.43135
2242000,-0.15641,-0.23611,-0.30640,-0.43135
2243000,-0.15641,-0.23611,-0.30640,-0.43135
2244000,-0.15641,-0.23611,-0.30640,-0.43135
2245000,-0.15641,-0.23611,-0.30640,-0.43135
2246000,-0.15641,-0.23611,-0.30640,-0.43135
2247000,-0.15641,-0.23611,-0.30640,-0.43135
2248000,-0.15641,-0.23611,-0.30640,-0.43135
2249000,-0.15641,-0.23611,-0.30640,-0.43135
2250000,-0.15641,-0.23611,-0.30640,-0.43135
2251000,-0.15641,-0.23611,-0.30640,-0.43135
2252000,-0.15641,-0.23611,-0.30637,-0.43135
2253000,-0.15641,-0.23611,-0.30637,-0.43135
2254000,-0.15641,-0.23611,-0.30637,-0.43135
2255000,-0.15641,-0.23611,-0.30637,-0.43135
2256000,-0.15641,-0.23611,-0.30637,-0.43135
2257000,-0.15641,-0.23611,-0.30637,-0.43135
2258000,-0.15641,-0.23611,-0.30637,-0.43135
2259000,-0.15641,-0.23611,-0.30637,-0.43135
2260000,-0.15641,-0.23611,-0.30637,-0.43135
2261000,-0.15641,-0.23611,-0.30637,-0.43135
2262000,-0.15641,-0.23611,-0.30637,-0.43135
2263000,-0.15641,-0.23611,-0.30637,-0.43135
2264000,-0.15641,-0.23611,-0.30637,-0.43135
2265000,-0.15641,-0.23611,-0.30637,-0.43135
2266000,-0.15641,-0.23611,-0.30637,-0.43135
2267000,-0.15641,-0.23611,-0.30637,-0.43135
2268000,-0.15641,-0.23611,-0.30637,-0.43135
